time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,rollout/exploration_rate,time/episodes,time/fps,rollout/ep_len_mean,train/n_updates,train/learning_rate,train/loss,eval/mean_ep_length,eval/mean_reward
9416,7021,-14.7015,0.9105480000000001,107,1,88.57,1455,0.0001,0.36840017735958097,,
9424,7032,-14.386899999999999,0.9104720000000002,108,1,88.96,,,,,
9832,7129,-14.7176,0.9065960000000005,109,1,88.35,1520,0.0001,0.239821594953537,,
9880,7148,-14.515800000000002,0.90614,110,1,88.68,1525,0.0001,0.33847917914390563,,
10120,7230,-14.8077,0.9038599999999999,111,1,88.24,1565,0.0001,0.26840993762016296,,
10136,7242,-14.898800000000001,0.9037079999999997,112,1,88.26,,,,,
10176,7256,-14.7992,0.9033280000000004,113,1,88.2,1570,0.0001,0.2283040925860405,,
10216,7272,-14.652299999999999,0.902948,114,1,87.91,1580,0.0001,0.31827502250671386,,
10240,,,0.9027959999999998,,,,,,,140.0,-16.71
10352,7481,-14.5669,0.9016559999999998,115,1,88.25,1600,0.0001,0.29335794448852537,,
10368,7492,-14.7229,0.9015039999999996,116,1,88.28,,,,,
10552,7541,-14.693,0.899756,117,1,87.96,1630,0.0001,0.2871864169836044,,
10736,7590,-14.891999999999998,0.8980080000000004,118,1,87.59,1660,0.0001,0.30979287028312685,,
10744,7600,-14.8878,0.8979320000000003,119,1,87.73,,,,,
10848,7632,-14.7651,0.8969440000000003,120,1,87.41,1675,0.0001,0.2256709188222885,,
10944,7659,-14.7178,0.8960320000000004,121,1,86.72,1690,0.0001,0.33308170437812806,,
11240,7747,-14.816299999999998,0.8932199999999998,122,1,86.21,1740,0.0001,0.2880063563585281,,
11264,,,0.8930679999999995,,,,,,,155.0,-32.826
11280,7913,-14.766100000000002,0.8928400000000004,123,1,86.77,1745,0.0001,0.2982267469167709,,
11288,7922,-14.9154,0.8927640000000003,124,1,85.87,,,,,
11296,7932,-14.8149,0.8926880000000003,125,1,85.93,,,,,
11472,7976,-14.900499999999997,0.8910159999999997,126,1,85.83,1775,0.0001,0.3206269383430481,,
11808,8068,-15.089099999999998,0.8878239999999996,127,1,85.85,1825,0.0001,0.23776941895484924,,
11816,8077,-15.362699999999997,0.8877479999999995,128,1,84.8,1830,0.0001,0.3165238946676254,,
11848,8091,-15.3606,0.8874440000000003,129,1,83.86,1835,0.0001,0.24521031081676484,,
11864,8109,-15.1496,0.8872920000000002,130,1,83.17,,,,,
11864,8109,-15.1496,,131,1,83.17,,,,,
11928,8126,-15.1613,0.8866839999999996,132,1,83.4,1845,0.0001,0.3647351056337357,,
11984,8148,-15.2201,0.886152,133,1,83.41,1855,0.0001,0.32470022439956664,,
12104,8189,-15.523299999999999,0.8850119999999999,134,1,84.38,1875,0.0001,0.4120421469211578,,
12240,8228,-15.767299999999999,0.8837199999999997,135,1,84.86,1895,0.0001,0.30781427323818206,,
12288,,,0.8833400000000005,,,,1900,0.0001,0.3636811196804047,168.2,-18.576
12440,8440,-15.897299999999998,0.8818199999999999,136,1,85.64,1925,0.0001,0.32491693198680877,,
12456,8451,-16.144000000000002,0.8816679999999998,137,1,86.22,1930,0.0001,0.28561880588531496,,
12488,8467,-16.4011,0.8813639999999995,138,1,86.91,1935,0.0001,0.29234294295310975,,
12544,8487,-16.2072,0.8808320000000001,139,1,87.69,1940,0.0001,0.22982485592365265,,
12600,8509,-16.4694,0.8803000000000005,140,1,88.59,1950,0.0001,0.291137270629406,,
12608,8578,-16.3612,0.8802240000000005,141,1,87.58,,,,,
12704,8603,-16.5653,0.8793119999999995,142,1,88.61,1965,0.0001,0.35126776695251466,,
12808,8631,-16.9119,0.8783239999999997,143,1,89.26,1985,0.0001,0.347640860080719,,
12928,8657,-17.105100000000004,0.8771839999999995,144,1,90.28,2000,0.0001,0.25209849774837495,,
13312,,,0.8736120000000002,,,,2060,0.0001,0.32266607880592346,369.0,-3.9799999999999995
13360,8900,-17.346700000000002,0.8730799999999996,145,1,91.29,2070,0.0001,0.25243515372276304,,
13376,8911,-17.378500000000003,0.8729279999999995,146,1,91.25,,,,,
13448,8932,-17.2196,0.8722439999999999,147,1,91.68,2085,0.0001,0.2704702585935593,,
13648,8979,-17.3433,0.870344,148,1,92.93,2115,0.0001,0.2845123469829559,,
13704,8992,-17.224,0.8698119999999996,149,1,94.44,2125,0.0001,0.31049140691757204,,
13728,9002,-17.4858,0.8695840000000004,150,1,95.56,,,,,
13824,9024,-17.6399,0.8686720000000006,151,1,96.61,2140,0.0001,0.3372052669525146,,
13992,9069,-17.7545,0.867076,152,1,98.48,2170,0.0001,0.28068285882472993,,
14160,9120,-17.836600000000004,0.8654800000000005,153,1,99.45,2195,0.0001,0.2805094301700592,,
14288,9166,-17.730800000000002,0.8642640000000004,154,1,99.49,2215,0.0001,0.27244633734226226,,
14312,9180,-17.845,0.8640360000000001,155,1,98.89,2220,0.0001,0.30315477550029757,,
14336,,,0.8638839999999999,,,,,,,328.6,-27.022000000000002
14568,9383,-18.078,0.8616039999999998,156,1,98.83,2260,0.0001,0.3034964144229889,,
14600,9396,-18.3283,0.8613000000000005,157,1,99.58,2265,0.0001,0.31342078745365143,,
14728,9431,-18.2283,0.8600840000000003,158,1,100.4,2285,0.0001,0.3204422891139984,,
14736,9441,-18.486800000000002,0.8600080000000003,159,1,99.87,,,,,
14760,9452,-18.5625,0.8597800000000001,160,1,100.37,2290,0.0001,0.33609296679496764,,
15008,9525,-18.8419,0.8574239999999999,161,1,99.67,2325,0.0001,0.30330381393432615,,
15104,9561,-19.0956,0.8565119999999999,162,1,100.29,2340,0.0001,0.3420256793498993,,
15128,9575,-19.3612,0.8562839999999997,163,1,101.33,2345,0.0001,0.289201682806015,,
15160,9591,-19.3294,0.8559800000000005,164,1,101.13,2350,0.0001,0.3904376715421677,,
15208,9607,-19.488999999999997,0.8555240000000001,165,1,100.2,2360,0.0001,0.3594296514987946,,
15216,9675,-19.5759,0.855448,166,1,98.82,,,,,
15232,9686,-19.636,0.8552959999999998,167,1,98.3,,,,,
15360,,,0.8541559999999997,,,,2380,0.0001,0.31204376220703123,542.6,-19.54
15536,9939,-19.5579,0.852408,168,1,98.87,2410,0.0001,0.39868096113204954,,
15784,10003,-19.4897,0.8500519999999998,169,1,98.81,2450,0.0001,0.32297283411026,,
15840,10023,-19.4829,0.8495200000000004,170,1,99.57,2455,0.0001,0.368604040145874,,
15848,10032,-19.4044,0.8494440000000003,171,1,99.74,2460,0.0001,0.4067456543445587,,
15912,10056,-19.3851,0.8488359999999997,172,1,99.72,2470,0.0001,0.339308899641037,,
16024,10086,-19.5117,0.8477719999999996,173,1,99.37,2485,0.0001,0.30581546425819395,,
16072,10107,-19.4419,0.8473160000000003,174,1,98.8,2495,0.0001,0.2992549777030945,,
16080,10116,-19.399700000000003,0.8472400000000002,175,1,99.82,,,,,
16200,10154,-19.444100000000006,0.8461000000000001,176,1,99.36,2515,0.0001,0.2830859422683716,,
16336,10189,-19.522500000000004,0.8448079999999998,177,1,99.87,2535,0.0001,0.34188304245471957,,
16384,,,0.8444280000000005,,,,2540,0.0001,0.32163753509521487,100.8,-25.432000000000002
16528,10391,-19.5567,0.8429840000000002,178,1,99.15,2565,0.0001,0.3701849639415741,,
16536,10417,-19.534100000000002,0.842908,179,1,99.08,,,,,
16584,10436,-19.437799999999996,0.8424519999999995,180,1,99.19,2575,0.0001,0.35351298153400423,,
16656,10459,-19.4858,0.841768,181,1,98.63,2585,0.0001,0.35195075869560244,,
16672,10470,-19.3128,0.8416159999999998,182,1,99.16,,,,,
17000,10548,-19.608500000000003,0.8384999999999998,183,1,97.98,2640,0.0001,0.2902752757072449,,
17024,10563,-19.7715,0.8382719999999997,184,1,99.22,,,,,
17032,10573,-19.730500000000003,0.8381959999999996,185,1,98.76,2645,0.0001,0.3051872789859772,,
17248,10637,-19.9643,0.8361439999999997,186,1,97.63,2675,0.0001,0.36254600882530214,,
17264,10649,-19.907700000000002,0.8359920000000005,187,1,97.68,2680,0.0001,0.34648996591567993,,
17368,10683,-19.848100000000002,0.8350039999999995,188,1,97.86,2695,0.0001,0.3626712948083878,,
17408,,,0.8347000000000003,,,,2700,0.0001,0.35207669734954833,457.2,-12.702000000000002
17472,10868,-19.7366,0.8340159999999996,189,1,97.99,2710,0.0001,0.42468384504318235,,
17480,10953,-19.523400000000002,0.8339399999999996,190,1,97.21,2715,0.0001,0.3040031731128693,,
17520,10971,-19.476300000000002,0.8335600000000002,191,1,97.3,2720,0.0001,0.2338460713624954,,
17656,11011,-19.354300000000002,0.832268,192,1,97.18,2740,0.0001,0.34889307916164397,,
17672,11021,-19.3164,0.8321159999999999,193,1,96.93,2745,0.0001,0.2467097133398056,,
18104,11124,-19.3858,0.828012,194,1,96.52,2810,0.0001,0.311386314034462,,
18120,11135,-19.2116,0.8278599999999998,195,1,97.14,2815,0.0001,0.3114394932985306,,
18136,11146,-19.128,0.8277079999999997,196,1,96.84,,,,,
18208,11166,-18.987399999999997,0.827024,197,1,96.96,2825,0.0001,0.3102388739585876,,
18272,11184,-18.909899999999997,0.8264160000000005,198,1,97.41,2835,0.0001,0.27233281433582307,,
18328,11206,-18.913999999999998,0.825884,199,1,97.57,2845,0.0001,0.32365222871303556,,
18432,,,0.824972,,,,2860,0.0001,0.25946847796440126,436.2,-15.89
18496,11416,-18.780199999999997,0.8242880000000005,200,1,98.15,2870,0.0001,0.28660703003406524,,
18696,11474,-18.648099999999996,0.8223879999999996,201,1,98.02,2905,0.0001,0.38707448840141295,,
18816,11515,-18.662399999999998,0.8212480000000005,202,1,97.89,2920,0.0001,0.38278183341026306,,
18880,11538,-18.907999999999998,0.8206399999999999,203,1,98.85,2930,0.0001,0.2947847306728363,,
18912,11554,-18.7853,0.8203359999999996,204,1,98.93,2935,0.0001,0.2696567952632904,,
18928,11564,-18.471799999999998,0.8201839999999995,205,1,98.95,2940,0.0001,0.3624958872795105,,
18936,11573,-18.473300000000002,0.8201080000000005,206,1,99.06,,,,,
18992,11594,-18.5302,0.819576,207,1,98.45,2950,0.0001,0.2891350001096725,,
19120,11636,-18.7247,0.8183599999999998,208,1,97.5,2970,0.0001,0.45465704798698425,,
19256,11680,-18.5268,0.8170679999999996,209,1,97.85,2990,0.0001,0.3026954710483551,,
19336,11713,-18.571400000000004,0.8163079999999998,210,1,96.96,3005,0.0001,0.319086554646492,,
19456,,,0.8152439999999999,,,,3020,0.0001,0.31043770015239713,679.8,-0.9900000000000002
19472,11917,-18.863300000000002,0.8150159999999995,211,1,95.7,3025,0.0001,0.3446201145648956,,
19472,11917,-18.863300000000002,,212,1,95.7,,,,,
19544,11941,-19.110400000000006,0.814332,213,1,94.65,3035,0.0001,0.33438477516174314,,
19560,11951,-19.343500000000002,0.8141799999999998,214,1,94.2,3040,0.0001,0.29170341193675997,,
19568,11962,-19.2955,0.8141039999999997,215,1,93.83,,,,,
19680,12001,-19.221600000000002,0.8130399999999998,216,1,93.18,3055,0.0001,0.37692702412605283,,
19824,12043,-19.201999999999998,0.8116720000000004,217,1,93.68,3080,0.0001,0.28446105122566223,,
19936,12104,-19.377599999999997,0.8106080000000004,218,1,93.13,3095,0.0001,0.256475231051445,,
20016,12132,-19.5095,0.8098479999999997,219,1,92.73,3110,0.0001,0.45533681511878965,,
20080,12156,-19.430899999999998,0.8092400000000002,220,1,92.82,3120,0.0001,0.2345386952161789,,
20192,12189,-19.3533,0.8081760000000001,221,1,92.89,3135,0.0001,0.3707480251789093,,
20224,12202,-19.4093,0.8078719999999998,222,1,92.29,3140,0.0001,0.35448760986328126,,
20360,12235,-19.3942,0.8065799999999996,223,1,91.85,3165,0.0001,0.2540510714054108,,
20432,12279,-19.3721,0.805896,224,1,92.25,3175,0.0001,0.3665149867534637,,
20480,,,0.8055159999999996,,,,3180,0.0001,0.43626063466072085,232.4,-17.997999999999998
20528,12478,-19.407799999999998,0.8049840000000001,225,1,91.97,3190,0.0001,0.4610956996679306,,
20664,12520,-19.355500000000003,0.8036919999999999,226,1,91.87,3210,0.0001,0.29835198521614076,,
20800,12565,-19.1375,0.8023999999999997,227,1,91.34,3230,0.0001,0.268909814953804,,
20800,12565,-19.1375,,228,1,91.34,,,,,
20832,12577,-19.1275,0.8020960000000004,229,1,91.99,3235,0.0001,0.30414243042469025,,
21144,12655,-19.144299999999998,0.7991319999999995,230,1,92.03,3285,0.0001,0.29011938273906707,,
21184,12669,-19.5828,0.7987520000000002,231,1,91.04,3290,0.0001,0.3599676787853241,,
21264,12689,-19.1467,0.7979920000000005,232,1,91.03,3305,0.0001,0.3506368905305862,,
21312,12705,-19.0959,0.797536,233,1,91.26,3310,0.0001,0.29659575819969175,,
21376,12722,-18.9732,0.7969280000000005,234,1,90.97,3320,0.0001,0.40170153975486755,,
21416,12735,-18.8662,0.7965480000000001,235,1,91.21,3330,0.0001,0.38783220052719114,,
21504,,,0.7957880000000004,,,,3340,0.0001,0.30804578959941864,428.2,-13.780000000000001
21624,12993,-18.7559,0.7945720000000003,236,1,92.35,3360,0.0001,0.3256645858287811,,
21888,13068,-18.7699,0.7920639999999999,237,1,92.64,3400,0.0001,0.2600581496953964,,
21952,13088,-18.6693,0.7914560000000003,238,1,92.74,3410,0.0001,0.3499984949827194,,
22024,13112,-18.723100000000002,0.7907719999999996,239,1,92.68,3425,0.0001,0.3424252986907959,,
22032,13119,-18.7524,0.7906959999999995,240,1,92.53,,,,,
22440,13202,-18.6738,0.7868199999999999,241,1,94.53,3490,0.0001,0.3366932928562164,,
22488,13220,-18.3927,0.7863640000000005,242,1,95.16,3495,0.0001,0.46780932545661924,,
22512,13239,-18.120199999999997,0.7861360000000003,243,1,95.68,3500,0.0001,0.25892478227615356,,
22512,13239,-18.120199999999997,,244,1,95.68,,,,,
22528,,,0.7860600000000002,,,,,,,89.6,-17.81
22696,13466,-18.162499999999998,0.7843879999999995,245,1,95.67,3530,0.0001,0.33875572681427,,
22712,13477,-18.045099999999998,0.7842360000000004,246,1,95.69,,,,,
22720,13487,-18.0983,0.7841600000000004,247,1,95.29,,,,,
22848,13514,-17.937,0.7829440000000002,248,1,95.52,3550,0.0001,0.40295462012290956,,
22904,13540,-18.2905,0.7824119999999997,249,1,94.22,3560,0.0001,0.37785648703575136,,
23048,13583,-18.3384,0.7810440000000004,250,1,93.74,3585,0.0001,0.3567922800779343,,
23088,13600,-18.4848,0.780664,251,1,93.34,3590,0.0001,0.33955004811286926,,
23232,13644,-18.6342,0.7792959999999998,252,1,92.1,3610,0.0001,0.3524401217699051,,
23312,13669,-18.6489,0.778536,253,1,91.63,3625,0.0001,0.39762712717056276,,
23408,13698,-18.7184,0.7776240000000001,254,1,91.45,3640,0.0001,0.29116764962673186,,
23552,,,0.7763319999999999,,,,3660,0.0001,0.3580277681350708,118.4,-19.996000000000002
23632,14007,-18.774,0.7754960000000002,255,1,91.42,3675,0.0001,0.21567478477954866,,
23680,14025,-18.895799999999998,0.7750399999999997,256,1,90.95,3680,0.0001,0.4029915779829025,,
23704,14038,-18.7559,0.7748120000000005,257,1,91.77,3685,0.0001,0.3537804394960403,,
23720,14049,-18.920899999999996,0.7746600000000003,258,1,90.93,3690,0.0001,0.24864644706249237,,
23768,14066,-18.855299999999996,0.7742039999999999,259,1,90.46,3695,0.0001,0.298589625954628,,
23784,14077,-18.694899999999997,0.7740519999999997,260,1,90.79,3700,0.0001,0.31985199451446533,,
24160,14184,-18.569899999999997,0.7704800000000004,261,1,90.86,3755,0.0001,0.34049820303916933,,
24272,14219,-18.634,0.7694160000000004,262,1,90.84,3775,0.0001,0.28913080096244814,,
24368,14246,-18.659599999999998,0.7685040000000005,263,1,90.54,3790,0.0001,0.5178617596626282,,
24376,14255,-18.6623,0.7684280000000004,264,1,90.62,,,,,
24392,14265,-18.853199999999994,0.7682760000000003,265,1,90.97,3795,0.0001,0.39128741025924685,,
24400,14274,-19.087899999999994,0.7682000000000002,266,1,91.86,,,,,
24464,14288,-18.804999999999996,0.7675919999999996,267,1,92.99,3805,0.0001,0.3167146772146225,,
24576,,,0.7666039999999997,,,,3820,0.0001,0.42417241632938385,203.8,-15.632
24584,14468,-18.890199999999997,0.7664519999999996,268,1,92.37,3825,0.0001,0.3393993377685547,,
24768,14504,-18.963899999999995,0.7647039999999998,269,1,92.44,3850,0.0001,0.3443501263856888,,
25264,14636,-18.7168,0.7599920000000004,270,1,92.82,3930,0.0001,0.4053057014942169,,
25264,14636,-18.7168,,271,1,92.82,,,,,
25296,14651,-18.6694,0.7596880000000001,272,1,92.61,3935,0.0001,0.39199539124965666,,
25320,14662,-18.4269,0.7594599999999999,273,1,92.92,3940,0.0001,0.37941001951694486,,
25408,14688,-18.366799999999998,0.7586240000000002,274,1,92.77,3950,0.0001,0.37464616894721986,,
25440,14703,-18.1617,0.7583199999999999,275,1,92.55,3955,0.0001,0.3412977308034897,,
25600,,,0.7568760000000005,,,,3980,0.0001,0.24793125987052916,224.2,-25.427999999999997
25632,14996,-18.1909,0.7564960000000002,276,1,92.5,3985,0.0001,0.381059792637825,,
25728,15022,-17.973,0.7555840000000003,277,1,92.72,4000,0.0001,0.3497979402542114,,
25760,15039,-17.963299999999997,0.75528,278,1,92.74,4005,0.0001,0.4293633043766022,,
25904,15146,-17.881199999999996,0.7539119999999997,279,1,93.69,4030,0.0001,0.28884475827217104,,
25920,15343,-17.887999999999998,0.7537600000000005,280,1,93.67,,,,,
25952,15442,-17.8786,0.7534560000000002,281,1,93.62,4035,0.0001,0.3195009261369705,,
25976,15557,-18.0368,0.753228,282,1,93.25,4040,0.0001,0.3265578508377075,,
26512,15662,-17.9531,0.7481360000000001,283,1,93.41,4125,0.0001,0.26637144684791564,,
26520,15730,-17.7901,0.7480600000000002,284,1,92.17,,,,,
26560,15794,-17.7414,0.7476799999999998,285,1,92.75,4130,0.0001,0.3216240853071213,,
26600,15823,-17.5555,0.7473000000000004,286,1,93.01,4140,0.0001,0.4498305916786194,,
26624,,,0.7471480000000004,,,,,,,65.6,-8.968
26808,16328,-17.3929,0.7453240000000005,287,1,93.32,4170,0.0001,0.34168407917022703,,
26920,16355,-17.456400000000002,0.7442599999999995,288,1,93.61,4190,0.0001,0.2951208591461182,,
27008,16373,-17.631500000000003,0.7434239999999996,289,1,93.99,4200,0.0001,0.3610246002674103,,
27016,16381,-17.688100000000002,0.7433479999999997,290,1,94.6,4205,0.0001,0.35389237105846405,,
27024,16390,-17.230399999999996,0.7432719999999996,291,1,94.94,,,,,
27160,16425,-16.9713,0.7419800000000003,292,1,95.67,4225,0.0001,0.27326222956180574,,
27568,16520,-16.9912,0.7381039999999996,293,1,95.67,4290,0.0001,0.26711605489254,,
27576,16589,-16.7034,0.7380279999999996,294,1,95.12,,,,,
27600,16601,-16.807399999999998,0.7378000000000005,295,1,94.46,4295,0.0001,0.3192276954650879,,
27648,,,0.7374200000000001,,,,4300,0.0001,0.33255653977394106,274.8,-14.442000000000002
27664,16783,-16.8628,0.7371919999999998,296,1,94.32,4305,0.0001,0.2878034025430679,,
27728,16805,-16.836299999999998,0.7365840000000002,297,1,94.27,4315,0.0001,0.28532309234142306,,
27752,16819,-16.8904,0.736356,298,1,94.2,4320,0.0001,0.4130466222763062,,
27768,16830,-17.018,0.7362039999999999,299,1,93.8,,,,,
27944,16868,-17.254,0.7345320000000004,300,1,92.66,4350,0.0001,0.24574300050735473,,
27976,16884,-17.1636,0.7342280000000001,301,1,93.66,4355,0.0001,0.3403096735477448,,
28128,16925,-16.9145,0.7327839999999997,302,1,94.86,4375,0.0001,0.3790325552225113,,
28272,16973,-17.1441,0.7314160000000004,303,1,94.56,4400,0.0001,0.37783288955688477,,
28272,16973,-17.1441,,304,1,94.56,,,,,
28280,16981,-17.565400000000004,0.7313400000000003,305,1,93.65,,,,,
28328,16999,-17.649900000000002,0.7308839999999999,306,1,93.59,4410,0.0001,0.2731924593448639,,
28360,17011,-17.610200000000006,0.7305799999999996,307,1,93.28,4415,0.0001,0.43164857029914855,,
28400,17029,-17.734,0.7302000000000002,308,1,93.67,4420,0.0001,0.404715359210968,,
28672,,,0.7276919999999998,,,,4460,0.0001,0.30236699879169465,165.2,-19.546
28800,17337,-17.8252,0.7263999999999996,309,1,93.37,4480,0.0001,0.41719024181365966,,
28824,17350,-17.8917,0.7261720000000005,310,1,93.34,4485,0.0001,0.34550938606262205,,
28832,17359,-17.929199999999998,0.7260960000000003,311,1,93.37,,,,,
28976,17394,-17.648299999999995,0.724728,312,1,93.44,4510,0.0001,0.3068185329437256,,
29016,17411,-17.642,0.7243479999999995,313,1,93.68,4515,0.0001,0.38257209956645966,,
29128,17441,-17.3801,0.7232839999999996,314,1,94.27,4535,0.0001,0.3655554920434952,,
29160,17453,-17.1899,0.7229800000000004,315,1,94.58,4540,0.0001,0.28881020545959474,,
29232,17474,-16.8854,0.7222959999999997,316,1,95.43,4550,0.0001,0.35295953750610354,,
29488,17535,-16.9173,0.7198640000000005,317,1,94.98,4590,0.0001,0.23695771992206574,,
29640,17578,-16.849,0.7184200000000001,318,1,95.04,4615,0.0001,0.27616180181503297,,
29648,17587,-16.7786,0.718344,319,1,95.39,,,,,
29696,,,0.7179639999999996,,,,4620,0.0001,0.375493323802948,159.0,-4.234
29808,17824,-16.8924,0.7168239999999995,320,1,95.27,4640,0.0001,0.4144907116889954,,
29976,17872,-16.6123,0.715228,321,1,95.93,4665,0.0001,0.2845586121082306,,
30096,17907,-16.762700000000002,0.7140879999999998,322,1,96.33,4685,0.0001,0.3623316764831543,,
30104,17916,-16.468600000000002,0.7140119999999999,323,1,96.93,,,,,
30264,17977,-16.4588,0.7124920000000005,324,1,96.62,4710,0.0001,0.2740371346473694,,
30272,18080,-16.2654,0.7124160000000004,325,1,95.75,,,,,
30288,18089,-16.0223,0.7122640000000002,326,1,96.58,4715,0.0001,0.43850677013397216,,
30400,18140,-16.0493,0.7112000000000003,327,1,96.6,4730,0.0001,0.2743341654539108,,
30552,18185,-16.035600000000002,0.7097559999999998,328,1,97.18,4755,0.0001,0.3526120573282242,,
30576,18215,-16.0775,0.7095279999999996,329,1,96.81,4760,0.0001,0.40520089864730835,,
30600,18228,-15.968900000000003,0.7093000000000005,330,1,97.43,4765,0.0001,0.3858511209487915,,
30680,18255,-15.976500000000001,0.7085399999999997,331,1,97.51,4775,0.0001,0.40660459995269777,,
30720,,,0.7082360000000003,,,,4780,0.0001,0.2584161192178726,151.4,-19.089999999999996
30800,18512,-16.353300000000004,0.7073999999999996,332,1,97.04,4795,0.0001,0.25142525136470795,,
31032,18596,-16.281000000000002,0.7051960000000006,333,1,96.89,4830,0.0001,0.2434086486697197,,
31192,18659,-16.204099999999997,0.7036760000000001,334,1,96.91,4855,0.0001,0.29827032387256625,,
31304,18702,-16.3248,0.702612,335,1,97.41,4875,0.0001,0.24284480810165404,,
31336,18717,-16.5139,0.7023079999999997,336,1,96.3,4880,0.0001,0.35079440772533416,,
31456,18752,-16.382,0.7011679999999996,337,1,96.55,4895,0.0001,0.30804222226142886,,
31464,18761,-16.220000000000002,0.7010919999999996,338,1,96.86,4900,0.0001,0.343031632900238,,
31576,18804,-16.005100000000002,0.7000279999999997,339,1,97.52,4915,0.0001,0.2892186284065247,,
31632,18823,-15.912300000000002,0.6994960000000001,340,1,97.79,4925,0.0001,0.2902940347790718,,
31728,18857,-16.2793,0.6985840000000003,341,1,95.97,4940,0.0001,0.24863858073949813,,
31744,,,0.6985080000000001,,,,,,,211.4,-4.946
31888,19234,-16.5078,0.6970639999999998,342,1,95.36,4965,0.0001,0.3480252683162689,,
31920,19301,-16.611800000000002,0.6967600000000005,343,1,95.43,4970,0.0001,0.27514357715845106,,
32008,19531,-16.7196,0.6959239999999997,344,1,94.89,4985,0.0001,0.36446341276168825,,
32040,19613,-16.704300000000003,0.6956200000000005,345,1,94.76,4990,0.0001,0.2922786384820938,,
32136,19640,-16.573,0.6947080000000005,346,1,94.74,5005,0.0001,0.3112878561019897,,
32176,19721,-16.5423,0.6943280000000003,347,1,94.78,5010,0.0001,0.32246220111846924,,
32384,19806,-16.801800000000004,0.6923520000000003,348,1,94.19,5040,0.0001,0.33239386677742006,,
32472,19896,-16.733200000000004,0.6915159999999995,349,1,94.86,5055,0.0001,0.32121706306934356,,
32480,20016,-16.4236,0.6914400000000005,350,1,94.2,,,,,
32536,20065,-16.3319,0.6909079999999999,351,1,94.1,5065,0.0001,0.30947478413581847,,
32664,20106,-16.2536,0.6896919999999997,352,1,94.39,5085,0.0001,0.4397252142429352,,
32768,,,0.68878,,,,5100,0.0001,0.33097033500671386,694.0,2.792
32856,20393,-16.3617,0.687868,353,1,95.09,5115,0.0001,0.3522768020629883,,
33104,20442,-15.9668,0.6855119999999999,354,1,95.38,5155,0.0001,0.310119965672493,,
33208,20468,-15.667,0.6845239999999999,355,1,96.15,5170,0.0001,0.2791064441204071,,
33416,20524,-15.819100000000002,0.6825479999999999,356,1,95.17,5205,0.0001,0.2968187093734741,,
33416,20524,-15.819100000000002,,357,1,95.17,,,,,
33496,20543,-15.713500000000003,0.6817880000000003,358,1,96.36,5215,0.0001,0.3992622077465057,,
33512,20553,-15.6263,0.6816360000000001,359,1,97.1,5220,0.0001,0.2767887771129608,,
33640,20584,-15.464500000000001,0.68042,360,1,96.93,5240,0.0001,0.2556880325078964,,
33768,20613,-15.321699999999998,0.6792039999999998,361,1,97.53,5260,0.0001,0.30495710074901583,,
33792,,,0.6790519999999997,,,,,,,293.2,-8.446
33872,20815,-15.091999999999999,0.6782159999999999,362,1,97.88,5275,0.0001,0.3744842231273651,,
34032,20858,-14.8672,0.6766960000000004,363,1,98.16,5300,0.0001,0.24674087166786193,,
34040,20868,-14.922900000000002,0.6766200000000004,364,1,98.12,,,,,
34176,20898,-14.7697,0.6753280000000002,365,1,97.84,5320,0.0001,0.323548412322998,,
34304,20932,-14.6137,0.674112,366,1,98.05,5340,0.0001,0.2866597265005112,,
34544,20987,-14.634499999999997,0.6718319999999999,367,1,97.62,5380,0.0001,0.2926932215690613,,
34560,21016,-14.6976,0.6716799999999996,368,1,97.17,,,,,
34744,21061,-14.372099999999998,0.6699320000000001,369,1,97.3,5410,0.0001,0.35828163623809817,,
34768,21071,-14.2578,0.6697039999999999,370,1,96.92,5415,0.0001,0.26065330803394315,,
34784,21080,-14.0316,0.6695519999999997,371,1,97.45,,,,,
34816,,,0.6693240000000005,,,,5420,0.0001,0.2478812128305435,195.0,-6.480000000000001
34816,21272,-14.041599999999999,0.6692480000000005,372,1,97.97,,,,,
35040,21326,-13.760299999999997,0.6671200000000004,373,1,98.64,5455,0.0001,0.23080621659755707,,
35064,21340,-13.843499999999997,0.6668920000000003,374,1,98.41,5460,0.0001,0.28049043416976926,,
35344,21431,-14.189400000000001,0.6642319999999997,375,1,97.93,5505,0.0001,0.41216589510440826,,
35496,21488,-13.980000000000002,0.6627880000000004,376,1,98.43,5530,0.0001,0.3649976283311844,,
35528,21504,-14.147800000000002,0.6624840000000001,377,1,97.32,5535,0.0001,0.3555459648370743,,
35616,21534,-14.132800000000001,0.6616480000000002,378,1,97.83,5545,0.0001,0.32690021991729734,,
35664,21552,-14.2004,0.6611919999999998,379,1,97.06,5555,0.0001,0.2513089209794998,,
35728,21575,-13.9333,0.6605840000000003,380,1,97.72,5565,0.0001,0.2685473382472992,,
35768,21592,-13.81,0.6602039999999998,381,1,97.95,5570,0.0001,0.2821271508932114,,
35840,,,0.6595960000000003,,,,5580,0.0001,0.3212308079004288,415.6,-10.565999999999999
35840,21914,-13.566200000000002,0.6595200000000002,382,1,98.56,,,,,
36240,22031,-13.597300000000002,0.6557199999999995,383,1,98.75,5645,0.0001,0.31588163375854494,,
36384,22069,-13.751800000000003,0.6543520000000003,384,1,99.81,5665,0.0001,0.3023787021636963,,
